FID,id,longitude,latitude,data_hora_gmt,satelite,municipio,estado,pais,municipio_id,estado_id,pais_id,numero_dias_sem_chuva,precipitacao,risco_fogo,bioma,geom
focos_brasil_ontem_hoje_ref.30ab63e9-11e4-3e38-b214-cc0e34928e89,30ab63e9-11e4-3e38-b214-cc0e34928e89,-39.75712,-15.59802,2022-05-20T16:07:00,AQUA_M-T,POTIRAGUÁ,BAHIA,Brasil,2925402,29,33,,,,Mata Atlântica,POINT (-15.59802 -39.75712)
focos_brasil_ontem_hoje_ref.4317a0cd-709f-3818-bbf4-18a0f4f94fd2,4317a0cd-709f-3818-bbf4-18a0f4f94fd2,-46.41156,-10.20281,2022-05-20T16:07:00,AQUA_M-T,SÃO FÉLIX DO TOCANTINS,TOCANTINS,Brasil,1720150,17,33,,,,Cerrado,POINT (-10.20281 -46.41156)
focos_brasil_ontem_hoje_ref.0ebe8081-a2b4-3b73-b5c7-5c3f62f1e0b3,0ebe8081-a2b4-3b73-b5c7-5c3f62f1e0b3,-41.07284,-15.01605,2022-05-20T16:07:00,AQUA_M-T,VITÓRIA DA CONQUISTA,BAHIA,Brasil,2933307,29,33,,,,Mata Atlântica,POINT (-15.01605 -41.07284)
focos_brasil_ontem_hoje_ref.2bda00ee-4cf4-3a4e-90a3-6f12323fe2f4,2bda00ee-4cf4-3a4e-90a3-6f12323fe2f4,-39.92505,-15.23011,2022-05-20T16:07:00,AQUA_M-T,ITAPETINGA,BAHIA,Brasil,2916401,29,33,,,,Mata Atlântica,POINT (-15.23011 -39.92505)
focos_brasil_ontem_hoje_ref.88f14980-cb38-3645-8325-fc9d505899b5,88f14980-cb38-3645-8325-fc9d505899b5,-39.90926,-15.22818,2022-05-20T16:07:00,AQUA_M-T,ITAPETINGA,BAHIA,Brasil,2916401,29,33,,,,Mata Atlântica,POINT (-15.22818 -39.90926)
focos_brasil_ontem_hoje_ref.32a9aa51-61e5-3dab-8095-3531ac7cae0a,32a9aa51-61e5-3dab-8095-3531ac7cae0a,-39.18038,-15.35429,2022-05-20T16:07:00,AQUA_M-T,UNA,BAHIA,Brasil,2932507,29,33,,,,Mata Atlântica,POINT (-15.35429 -39.18038)
focos_brasil_ontem_hoje_ref.9674dff4-2095-30a0-89a5-6cd5b05de8a2,9674dff4-2095-30a0-89a5-6cd5b05de8a2,-46.45063,-10.20697,2022-05-20T16:07:00,AQUA_M-T,SÃO FÉLIX DO TOCANTINS,TOCANTINS,Brasil,1720150,17,33,,,,Cerrado,POINT (-10.20697 -46.45063)
focos_brasil_ontem_hoje_ref.0b38c424-46d6-38f5-a909-7c4a7aba3e65,0b38c424-46d6-38f5-a909-7c4a7aba3e65,-40.0456,-14.1029,2022-05-20T16:07:00,AQUA_M-T,ITAGI,BAHIA,Brasil,2915106,29,33,,,,Mata Atlântica,POINT (-14.1029 -40.0456)
focos_brasil_ontem_hoje_ref.2743a363-bc86-32af-bc63-ce1d2203f1aa,2743a363-bc86-32af-bc63-ce1d2203f1aa,-39.69504,-17.7919,2022-05-20T16:05:00,AQUA_M-T,NOVA VIÇOSA,BAHIA,Brasil,2923001,29,33,,,,Mata Atlântica,POINT (-17.7919 -39.69504)
focos_brasil_ontem_hoje_ref.9168bb82-3784-3a54-a3a2-ee7c6aeccbdb,9168bb82-3784-3a54-a3a2-ee7c6aeccbdb,-39.67819,-17.78988,2022-05-20T16:05:00,AQUA_M-T,CARAVELAS,BAHIA,Brasil,2906907,29,33,,,,Mata Atlântica,POINT (-17.78988 -39.67819)
focos_brasil_ontem_hoje_ref.c11b391d-e2c3-3d30-aace-4dd7c536ef98,c11b391d-e2c3-3d30-aace-4dd7c536ef98,-39.67265,-17.79576,2022-05-20T16:05:00,AQUA_M-T,NOVA VIÇOSA,BAHIA,Brasil,2923001,29,33,,,,Mata Atlântica,POINT (-17.79576 -39.67265)
focos_brasil_ontem_hoje_ref.a8aefbcc-07c5-377e-a421-366c4b564a6d,a8aefbcc-07c5-377e-a421-366c4b564a6d,-39.6895,-17.79766,2022-05-20T16:05:00,AQUA_M-T,NOVA VIÇOSA,BAHIA,Brasil,2923001,29,33,,,,Mata Atlântica,POINT (-17.79766 -39.6895)
focos_brasil_ontem_hoje_ref.9232099c-eb36-355c-9774-9b5e92e998d6,9232099c-eb36-355c-9774-9b5e92e998d6,-40.00995,-17.53102,2022-05-20T16:05:00,AQUA_M-T,CARAVELAS,BAHIA,Brasil,2906907,29,33,,,,Mata Atlântica,POINT (-17.53102 -40.00995)
focos_brasil_ontem_hoje_ref.a43aa7cb-7a16-3da8-ac5d-6070fb8126cc,a43aa7cb-7a16-3da8-ac5d-6070fb8126cc,-39.98882,-18.03379,2022-05-20T16:05:00,AQUA_M-T,MUCURI,BAHIA,Brasil,2922003,29,33,,,,Mata Atlântica,POINT (-18.03379 -39.98882)
focos_brasil_ontem_hoje_ref.952fe04b-8ef7-3966-be0e-8e8afee9aae9,952fe04b-8ef7-3966-be0e-8e8afee9aae9,-39.99377,-17.51687,2022-05-20T16:05:00,AQUA_M-T,CARAVELAS,BAHIA,Brasil,2906907,29,33,,,,Mata Atlântica,POINT (-17.51687 -39.99377)
focos_brasil_ontem_hoje_ref.cd11886f-e24b-35c5-a976-4d1d4f3bcf55,cd11886f-e24b-35c5-a976-4d1d4f3bcf55,-39.99229,-17.52895,2022-05-20T16:05:00,AQUA_M-T,CARAVELAS,BAHIA,Brasil,2906907,29,33,,,,Mata Atlântica,POINT (-17.52895 -39.99229)
focos_brasil_ontem_hoje_ref.3bc9fa75-ad45-379d-a995-daa64b39c541,3bc9fa75-ad45-379d-a995-daa64b39c541,-40.01145,-17.51893,2022-05-20T16:05:00,AQUA_M-T,CARAVELAS,BAHIA,Brasil,2906907,29,33,,,,Mata Atlântica,POINT (-17.51893 -40.01145)
focos_brasil_ontem_hoje_ref.34e377a6-3999-35cb-b63e-d51fbbeaa2e0,34e377a6-3999-35cb-b63e-d51fbbeaa2e0,-39.80639,-18.29081,2022-05-20T16:05:00,AQUA_M-T,CONCEIÇÃO DA BARRA,ESPÍRITO SANTO,Brasil,3201605,32,33,,,,Mata Atlântica,POINT (-18.29081 -39.80639)
focos_brasil_ontem_hoje_ref.47ca170a-f282-34aa-93f1-fa12206e61bd,47ca170a-f282-34aa-93f1-fa12206e61bd,-40.35416,-18.40306,2022-05-20T16:05:00,AQUA_M-T,BOA ESPERANÇA,ESPÍRITO SANTO,Brasil,3201001,32,33,,,,Mata Atlântica,POINT (-18.40306 -40.35416)
focos_brasil_ontem_hoje_ref.8358c6df-4a70-3fed-8771-4a5587afb36d,8358c6df-4a70-3fed-8771-4a5587afb36d,-40.17927,-19.53915,2022-05-20T16:05:00,AQUA_M-T,LINHARES,ESPÍRITO SANTO,Brasil,3203205,32,33,,,,Mata Atlântica,POINT (-19.53915 -40.17927)
focos_brasil_ontem_hoje_ref.c3b1019b-9f4d-3809-9b7e-55846cc3c307,c3b1019b-9f4d-3809-9b7e-55846cc3c307,-52.57522,-10.12997,2022-05-19T17:05:00,AQUA_M-T,SANTA CRUZ DO XINGU,MATO GROSSO,Brasil,5107743,51,33,,,,Amazônia,POINT (-10.12997 -52.57522)
focos_brasil_ontem_hoje_ref.d22a5d52-9342-388d-b820-8afd78b60ced,d22a5d52-9342-388d-b820-8afd78b60ced,-49.36379,-10.17396,2022-05-19T17:05:00,AQUA_M-T,PIUM,TOCANTINS,Brasil,1717503,17,33,,,,Cerrado,POINT (-10.17396 -49.36379)
focos_brasil_ontem_hoje_ref.029c31f9-00d3-32af-bd14-2c63c12437b8,029c31f9-00d3-32af-bd14-2c63c12437b8,-51.92748,-10.22436,2022-05-19T17:05:00,AQUA_M-T,CONFRESA,MATO GROSSO,Brasil,5103353,51,33,,,,Amazônia,POINT (-10.22436 -51.92748)
focos_brasil_ontem_hoje_ref.57d796f4-73b3-3a8b-b175-43482545030e,57d796f4-73b3-3a8b-b175-43482545030e,-49.80394,-10.09935,2022-05-19T17:05:00,AQUA_M-T,PIUM,TOCANTINS,Brasil,1717503,17,33,,,,Cerrado,POINT (-10.09935 -49.80394)
focos_brasil_ontem_hoje_ref.0a3b2cb2-ef43-3493-8590-b12cee20d107,0a3b2cb2-ef43-3493-8590-b12cee20d107,-52.56438,-10.12848,2022-05-19T17:05:00,AQUA_M-T,SANTA CRUZ DO XINGU,MATO GROSSO,Brasil,5107743,51,33,,,,Amazônia,POINT (-10.12848 -52.56438)
focos_brasil_ontem_hoje_ref.4fdb260f-6c2e-30e7-9fe6-624a09cc2156,4fdb260f-6c2e-30e7-9fe6-624a09cc2156,-51.65435,-10.10462,2022-05-19T17:05:00,AQUA_M-T,CONFRESA,MATO GROSSO,Brasil,5103353,51,33,,,,Amazônia,POINT (-10.10462 -51.65435)
focos_brasil_ontem_hoje_ref.004fdf59-90ae-3bc2-b950-2ccfd960a1df,004fdf59-90ae-3bc2-b950-2ccfd960a1df,-51.66423,-10.106,2022-05-19T17:05:00,AQUA_M-T,CONFRESA,MATO GROSSO,Brasil,5103353,51,33,,,,Amazônia,POINT (-10.106 -51.66423)
focos_brasil_ontem_hoje_ref.8a300394-f9dd-3443-ae25-e8dd1f4fbd64,8a300394-f9dd-3443-ae25-e8dd1f4fbd64,-50.10013,-10.32585,2022-05-19T17:05:00,AQUA_M-T,PIUM,TOCANTINS,Brasil,1717503,17,33,,,,Cerrado,POINT (-10.32585 -50.10013)
focos_brasil_ontem_hoje_ref.d0babc81-167d-3c09-a7d8-09a2cb817c74,d0babc81-167d-3c09-a7d8-09a2cb817c74,-54.19539,-10.26886,2022-05-19T17:05:00,AQUA_M-T,PEIXOTO DE AZEVEDO,MATO GROSSO,Brasil,5106422,51,33,,,,Amazônia,POINT (-10.26886 -54.19539)
focos_brasil_ontem_hoje_ref.f6cff7fb-0092-3279-84a4-49bd126e3f6b,f6cff7fb-0092-3279-84a4-49bd126e3f6b,-50.10921,-10.32714,2022-05-19T17:05:00,AQUA_M-T,PIUM,TOCANTINS,Brasil,1717503,17,33,,,,Cerrado,POINT (-10.32714 -50.10921)
focos_brasil_ontem_hoje_ref.a2027107-d963-3c2b-8eea-af77ebd42a45,a2027107-d963-3c2b-8eea-af77ebd42a45,-50.13645,-10.33103,2022-05-19T17:05:00,AQUA_M-T,PIUM,TOCANTINS,Brasil,1717503,17,33,,,,Cerrado,POINT (-10.33103 -50.13645)
focos_brasil_ontem_hoje_ref.30f41bc2-e6ee-35ad-a33e-4af2e7114637,30f41bc2-e6ee-35ad-a33e-4af2e7114637,-50.17923,-10.35548,2022-05-19T17:05:00,AQUA_M-T,PIUM,TOCANTINS,Brasil,1717503,17,33,,,,Cerrado,POINT (-10.35548 -50.17923)
focos_brasil_ontem_hoje_ref.036a5446-677a-32cf-ad4f-2fe0f217f5ec,036a5446-677a-32cf-ad4f-2fe0f217f5ec,-49.23856,-10.36733,2022-05-19T17:05:00,AQUA_M-T,PIUM,TOCANTINS,Brasil,1717503,17,33,,,,Cerrado,POINT (-10.36733 -49.23856)
focos_brasil_ontem_hoje_ref.0ba5131e-dce7-37ed-ab56-424ef21d0ecb,0ba5131e-dce7-37ed-ab56-424ef21d0ecb,-49.24769,-10.36866,2022-05-19T17:05:00,AQUA_M-T,PIUM,TOCANTINS,Brasil,1717503,17,33,,,,Cerrado,POINT (-10.36866 -49.24769)
focos_brasil_ontem_hoje_ref.008947ba-7919-3df9-b3b6-bf98a9c55f8b,008947ba-7919-3df9-b3b6-bf98a9c55f8b,-50.18567,-10.37473,2022-05-19T17:05:00,AQUA_M-T,PIUM,TOCANTINS,Brasil,1717503,17,33,,,,Cerrado,POINT (-10.37473 -50.18567)
focos_brasil_ontem_hoje_ref.ee763c10-76d7-3422-8ef7-5f0d13f6d2c5,ee763c10-76d7-3422-8ef7-5f0d13f6d2c5,-50.14664,-10.4067,2022-05-19T17:05:00,AQUA_M-T,PIUM,TOCANTINS,Brasil,1717503,17,33,,,,Cerrado,POINT (-10.4067 -50.14664)
focos_brasil_ontem_hoje_ref.5bb65d00-d330-3359-a8f4-3152edcfb2b5,5bb65d00-d330-3359-a8f4-3152edcfb2b5,-50.13888,-10.39643,2022-05-19T17:05:00,AQUA_M-T,PIUM,TOCANTINS,Brasil,1717503,17,33,,,,Cerrado,POINT (-10.39643 -50.13888)
focos_brasil_ontem_hoje_ref.9c3714e3-e45e-32b5-af89-0e364e1ba990,9c3714e3-e45e-32b5-af89-0e364e1ba990,-50.13755,-10.40541,2022-05-19T17:05:00,AQUA_M-T,PIUM,TOCANTINS,Brasil,1717503,17,33,,,,Cerrado,POINT (-10.40541 -50.13755)
focos_brasil_ontem_hoje_ref.666c55a1-51d1-386f-8f80-57049dd6dabe,666c55a1-51d1-386f-8f80-57049dd6dabe,-49.88461,-10.42417,2022-05-19T17:05:00,AQUA_M-T,PIUM,TOCANTINS,Brasil,1717503,17,33,,,,Cerrado,POINT (-10.42417 -49.88461)
focos_brasil_ontem_hoje_ref.8999fa46-f09f-3a98-b441-df6be6b11a2c,8999fa46-f09f-3a98-b441-df6be6b11a2c,-49.87762,-10.43221,2022-05-19T17:05:00,AQUA_M-T,PIUM,TOCANTINS,Brasil,1717503,17,33,,,,Cerrado,POINT (-10.43221 -49.87762)
focos_brasil_ontem_hoje_ref.3730076f-22d0-3e15-adea-1d17c4bf0c01,3730076f-22d0-3e15-adea-1d17c4bf0c01,-49.88668,-10.43351,2022-05-19T17:05:00,AQUA_M-T,PIUM,TOCANTINS,Brasil,1717503,17,33,,,,Cerrado,POINT (-10.43351 -49.88668)
focos_brasil_ontem_hoje_ref.a60f85a6-275b-3939-b990-e242c0d951b3,a60f85a6-275b-3939-b990-e242c0d951b3,-50.06731,-10.4412,2022-05-19T17:05:00,AQUA_M-T,PIUM,TOCANTINS,Brasil,1717503,17,33,,,,Cerrado,POINT (-10.4412 -50.06731)
focos_brasil_ontem_hoje_ref.692dd1f4-6cac-3a67-b624-3a99f78ff458,692dd1f4-6cac-3a67-b624-3a99f78ff458,-50.07506,-10.45147,2022-05-19T17:05:00,AQUA_M-T,PIUM,TOCANTINS,Brasil,1717503,17,33,,,,Cerrado,POINT (-10.45147 -50.07506)
focos_brasil_ontem_hoje_ref.a7b875f2-6d4a-3449-8a9f-561b5b7b783a,a7b875f2-6d4a-3449-8a9f-561b5b7b783a,-50.06598,-10.45017,2022-05-19T17:05:00,AQUA_M-T,PIUM,TOCANTINS,Brasil,1717503,17,33,,,,Cerrado,POINT (-10.45017 -50.06598)
focos_brasil_ontem_hoje_ref.f70ac360-0d00-3551-9fa7-a45616b341f6,f70ac360-0d00-3551-9fa7-a45616b341f6,-50.05898,-10.45812,2022-05-19T17:05:00,AQUA_M-T,PIUM,TOCANTINS,Brasil,1717503,17,33,,,,Cerrado,POINT (-10.45812 -50.05898)
focos_brasil_ontem_hoje_ref.e71a20c7-7537-36f2-b50e-f87826c3a87e,e71a20c7-7537-36f2-b50e-f87826c3a87e,-50.29354,-10.48269,2022-05-19T17:05:00,AQUA_M-T,PIUM,TOCANTINS,Brasil,1717503,17,33,,,,Cerrado,POINT (-10.48269 -50.29354)
focos_brasil_ontem_hoje_ref.f65fac78-3307-341e-a2c4-bc2e440cbbd2,f65fac78-3307-341e-a2c4-bc2e440cbbd2,-50.29568,-10.49174,2022-05-19T17:05:00,AQUA_M-T,PIUM,TOCANTINS,Brasil,1717503,17,33,,,,Cerrado,POINT (-10.49174 -50.29568)
focos_brasil_ontem_hoje_ref.d21f2305-644b-3a1d-882c-db99eafe7828,d21f2305-644b-3a1d-882c-db99eafe7828,-50.30481,-10.49303,2022-05-19T17:05:00,AQUA_M-T,PIUM,TOCANTINS,Brasil,1717503,17,33,,,,Cerrado,POINT (-10.49303 -50.30481)
focos_brasil_ontem_hoje_ref.fbf4f259-8a8f-3a3e-a50c-7b4b1a3f5565,fbf4f259-8a8f-3a3e-a50c-7b4b1a3f5565,-49.72974,-10.49334,2022-05-19T17:05:00,AQUA_M-T,PIUM,TOCANTINS,Brasil,1717503,17,33,,,,Cerrado,POINT (-10.49334 -49.72974)
focos_brasil_ontem_hoje_ref.bccc9f65-1fa9-3164-ae59-db972a7b4139,bccc9f65-1fa9-3164-ae59-db972a7b4139,-49.73594,-10.53194,2022-05-19T17:05:00,AQUA_M-T,LAGOA DA CONFUSÃO,TOCANTINS,Brasil,1711902,17,33,,,,Cerrado,POINT (-10.53194 -49.73594)
focos_brasil_ontem_hoje_ref.186aac99-8e68-392d-9546-2facd827ad1e,186aac99-8e68-392d-9546-2facd827ad1e,-50.11967,-10.56851,2022-05-19T17:05:00,AQUA_M-T,PIUM,TOCANTINS,Brasil,1717503,17,33,,,,Cerrado,POINT (-10.56851 -50.11967)
focos_brasil_ontem_hoje_ref.1225a7e1-b613-37bd-87a4-aa82bd3d50b6,1225a7e1-b613-37bd-87a4-aa82bd3d50b6,-54.37132,-11.12722,2022-05-19T17:05:00,AQUA_M-T,MARCELÂNDIA,MATO GROSSO,Brasil,5105580,51,33,,,,Amazônia,POINT (-11.12722 -54.37132)
focos_brasil_ontem_hoje_ref.2d7dfa66-8504-377a-b3cd-054cac1ac3db,2d7dfa66-8504-377a-b3cd-054cac1ac3db,-54.37801,-11.12791,2022-05-19T17:05:00,AQUA_M-T,MARCELÂNDIA,MATO GROSSO,Brasil,5105580,51,33,,,,Amazônia,POINT (-11.12791 -54.37801)
focos_brasil_ontem_hoje_ref.4c298c6c-590f-3f24-81a8-782ee54c07c7,4c298c6c-590f-3f24-81a8-782ee54c07c7,-48.08661,-3.04706,2022-05-19T17:05:00,AQUA_M-T,IPIXUNA DO PARÁ,PARÁ,Brasil,1503457,15,33,,,,Amazônia,POINT (-3.04706 -48.08661)
focos_brasil_ontem_hoje_ref.0e62cc4c-e913-399c-9887-8569f361293e,0e62cc4c-e913-399c-9887-8569f361293e,-48.09819,-3.04876,2022-05-19T17:05:00,AQUA_M-T,IPIXUNA DO PARÁ,PARÁ,Brasil,1503457,15,33,,,,Amazônia,POINT (-3.04876 -48.09819)
focos_brasil_ontem_hoje_ref.6c348992-50f3-3bf6-9a08-9642971df5a8,6c348992-50f3-3bf6-9a08-9642971df5a8,-55.2596,-3.60771,2022-05-19T17:05:00,AQUA_M-T,AVEIRO,PARÁ,Brasil,1501006,15,33,,,,Amazônia,POINT (-3.60771 -55.2596)
focos_brasil_ontem_hoje_ref.43ff488a-eabc-3d74-a9cc-64ec3cdd6f12,43ff488a-eabc-3d74-a9cc-64ec3cdd6f12,-46.71734,-5.45205,2022-05-19T17:05:00,AQUA_M-T,AMARANTE DO MARANHÃO,MARANHÃO,Brasil,2100600,21,33,,,,Cerrado,POINT (-5.45205 -46.71734)
focos_brasil_ontem_hoje_ref.792c5b75-1b17-311e-a137-4270b35e1cc5,792c5b75-1b17-311e-a137-4270b35e1cc5,-46.19616,-6.20254,2022-05-19T17:05:00,AQUA_M-T,GRAJAÚ,MARANHÃO,Brasil,2104800,21,33,,,,Cerrado,POINT (-6.20254 -46.19616)
focos_brasil_ontem_hoje_ref.7b56aa68-04c0-3c88-b522-bd6504ad59da,7b56aa68-04c0-3c88-b522-bd6504ad59da,-46.71,-5.45569,2022-05-19T17:05:00,AQUA_M-T,AMARANTE DO MARANHÃO,MARANHÃO,Brasil,2100600,21,33,,,,Cerrado,POINT (-5.45569 -46.71)
focos_brasil_ontem_hoje_ref.6d88d22e-40b4-36c8-a913-f347021dd20f,6d88d22e-40b4-36c8-a913-f347021dd20f,-46.49001,-6.07608,2022-05-19T17:05:00,AQUA_M-T,SÍTIO NOVO,MARANHÃO,Brasil,2111805,21,33,,,,Cerrado,POINT (-6.07608 -46.49001)
focos_brasil_ontem_hoje_ref.95737f57-4986-3d00-8b2f-4e87023338eb,95737f57-4986-3d00-8b2f-4e87023338eb,-46.20433,-6.2044,2022-05-19T17:05:00,AQUA_M-T,GRAJAÚ,MARANHÃO,Brasil,2104800,21,33,,,,Cerrado,POINT (-6.2044 -46.20433)
focos_brasil_ontem_hoje_ref.973cfe20-413e-38c0-be10-e5cf4311c684,973cfe20-413e-38c0-be10-e5cf4311c684,-48.86174,-6.73126,2022-05-19T17:05:00,AQUA_M-T,PIÇARRA,PARÁ,Brasil,1505635,15,33,,,,Amazônia,POINT (-6.73126 -48.86174)
focos_brasil_ontem_hoje_ref.801fa8bc-c344-3d13-8fb0-5e3db47de6c9,801fa8bc-c344-3d13-8fb0-5e3db47de6c9,-49.34645,-6.9681,2022-05-19T17:05:00,AQUA_M-T,XINGUARA,PARÁ,Brasil,1508407,15,33,,,,Amazônia,POINT (-6.9681 -49.34645)
focos_brasil_ontem_hoje_ref.23ff5e77-68ff-32a6-a52d-121a39fe5a23,23ff5e77-68ff-32a6-a52d-121a39fe5a23,-49.35574,-6.96946,2022-05-19T17:05:00,AQUA_M-T,XINGUARA,PARÁ,Brasil,1508407,15,33,,,,Amazônia,POINT (-6.96946 -49.35574)
focos_brasil_ontem_hoje_ref.fdf34111-ac8d-36a0-9559-f0a4dc493d57,fdf34111-ac8d-36a0-9559-f0a4dc493d57,-45.80613,-7.59148,2022-05-19T17:05:00,AQUA_M-T,BALSAS,MARANHÃO,Brasil,2101400,21,33,,,,Cerrado,POINT (-7.59148 -45.80613)
focos_brasil_ontem_hoje_ref.f19493c0-7220-33a6-94ea-f1baee53e65d,f19493c0-7220-33a6-94ea-f1baee53e65d,-48.0139,-7.72987,2022-05-19T17:05:00,AQUA_M-T,PALMEIRANTE,TOCANTINS,Brasil,1715705,17,33,,,,Cerrado,POINT (-7.72987 -48.0139)
focos_brasil_ontem_hoje_ref.48edcd8b-6491-392a-b424-a1157f39245a,48edcd8b-6491-392a-b424-a1157f39245a,-48.00352,-7.72833,2022-05-19T17:05:00,AQUA_M-T,PALMEIRANTE,TOCANTINS,Brasil,1715705,17,33,,,,Cerrado,POINT (-7.72833 -48.00352)
focos_brasil_ontem_hoje_ref.dd36f38a-d790-3754-9d2e-876a64008fa8,dd36f38a-d790-3754-9d2e-876a64008fa8,-47.36588,-7.90846,2022-05-19T17:05:00,AQUA_M-T,GOIATINS,TOCANTINS,Brasil,1709005,17,33,,,,Cerrado,POINT (-7.90846 -47.36588)
focos_brasil_ontem_hoje_ref.ed1380a5-0c75-3f4a-ad5f-f3e5a9c0c984,ed1380a5-0c75-3f4a-ad5f-f3e5a9c0c984,-46.00373,-8.23132,2022-05-19T17:05:00,AQUA_M-T,TASSO FRAGOSO,MARANHÃO,Brasil,2112001,21,33,,,,Cerrado,POINT (-8.23132 -46.00373)
focos_brasil_ontem_hoje_ref.a211ce37-687b-364d-9e12-c80f90bc3c9d,a211ce37-687b-364d-9e12-c80f90bc3c9d,-49.13156,-8.27207,2022-05-19T17:05:00,AQUA_M-T,COUTO MAGALHÃES,TOCANTINS,Brasil,1706001,17,33,,,,Cerrado,POINT (-8.27207 -49.13156)
focos_brasil_ontem_hoje_ref.a16cc983-dcf4-36c4-9b78-4c070288ab4c,a16cc983-dcf4-36c4-9b78-4c070288ab4c,-51.2064,-8.29391,2022-05-19T17:05:00,AQUA_M-T,CUMARU DO NORTE,PARÁ,Brasil,1502764,15,33,,,,Amazônia,POINT (-8.29391 -51.2064)
focos_brasil_ontem_hoje_ref.674445ab-a91b-3ad1-9264-f3ffc1fdfd08,674445ab-a91b-3ad1-9264-f3ffc1fdfd08,-50.28482,-8.36457,2022-05-19T17:05:00,AQUA_M-T,SANTA MARIA DAS BARREIRAS,PARÁ,Brasil,1506583,15,33,,,,Amazônia,POINT (-8.36457 -50.28482)
focos_brasil_ontem_hoje_ref.897514d8-7996-37e0-b924-5df8e88573ff,897514d8-7996-37e0-b924-5df8e88573ff,-47.55614,-8.4595,2022-05-19T17:05:00,AQUA_M-T,GOIATINS,TOCANTINS,Brasil,1709005,17,33,,,,Cerrado,POINT (-8.4595 -47.55614)
focos_brasil_ontem_hoje_ref.77b10cf8-649d-3a1c-bb33-e9d02ddfb941,77b10cf8-649d-3a1c-bb33-e9d02ddfb941,-50.20912,-8.48289,2022-05-19T17:05:00,AQUA_M-T,SANTA MARIA DAS BARREIRAS,PARÁ,Brasil,1506583,15,33,,,,Amazônia,POINT (-8.48289 -50.20912)
focos_brasil_ontem_hoje_ref.35dac4e7-7724-3ea7-879c-7f69811dabc3,35dac4e7-7724-3ea7-879c-7f69811dabc3,-49.3098,-8.53658,2022-05-19T17:05:00,AQUA_M-T,COUTO MAGALHÃES,TOCANTINS,Brasil,1706001,17,33,,,,Cerrado,POINT (-8.53658 -49.3098)
focos_brasil_ontem_hoje_ref.c8b73729-e1fb-3a59-a6b5-101631afb51e,c8b73729-e1fb-3a59-a6b5-101631afb51e,-49.31897,-8.53792,2022-05-19T17:05:00,AQUA_M-T,COUTO MAGALHÃES,TOCANTINS,Brasil,1706001,17,33,,,,Cerrado,POINT (-8.53792 -49.31897)
focos_brasil_ontem_hoje_ref.221c1797-d290-38f2-ba2f-82820383363d,221c1797-d290-38f2-ba2f-82820383363d,-47.56678,-8.46112,2022-05-19T17:05:00,AQUA_M-T,ITACAJÁ,TOCANTINS,Brasil,1710508,17,33,,,,Cerrado,POINT (-8.46112 -47.56678)
focos_brasil_ontem_hoje_ref.15b28365-091e-3c55-b365-0efb02998c81,15b28365-091e-3c55-b365-0efb02998c81,-46.6903,-8.62496,2022-05-19T17:05:00,AQUA_M-T,BALSAS,MARANHÃO,Brasil,2101400,21,33,,,,Cerrado,POINT (-8.62496 -46.6903)
focos_brasil_ontem_hoje_ref.8fd18b75-8f48-34b1-8c6e-92748fc46b5d,8fd18b75-8f48-34b1-8c6e-92748fc46b5d,-46.70232,-8.6268,2022-05-19T17:05:00,AQUA_M-T,BALSAS,MARANHÃO,Brasil,2101400,21,33,,,,Cerrado,POINT (-8.6268 -46.70232)
focos_brasil_ontem_hoje_ref.1ef28e34-537f-394b-a51a-b36bd0442ce1,1ef28e34-537f-394b-a51a-b36bd0442ce1,-47.98929,-8.74786,2022-05-19T17:05:00,AQUA_M-T,SANTA MARIA DO TOCANTINS,TOCANTINS,Brasil,1718881,17,33,,,,Cerrado,POINT (-8.74786 -47.98929)
focos_brasil_ontem_hoje_ref.84015cc5-c6ca-314f-be7f-fea029ee22aa,84015cc5-c6ca-314f-be7f-fea029ee22aa,-50.24988,-8.76539,2022-05-19T17:05:00,AQUA_M-T,SANTA MARIA DAS BARREIRAS,PARÁ,Brasil,1506583,15,33,,,,Amazônia,POINT (-8.76539 -50.24988)
focos_brasil_ontem_hoje_ref.db39c738-19af-300d-92d9-d5a5e4457c2e,db39c738-19af-300d-92d9-d5a5e4457c2e,-50.11126,-8.85523,2022-05-19T17:05:00,AQUA_M-T,SANTA MARIA DAS BARREIRAS,PARÁ,Brasil,1506583,15,33,,,,Amazônia,POINT (-8.85523 -50.11126)
focos_brasil_ontem_hoje_ref.873fffb8-4d62-3f44-9454-31cde041f530,873fffb8-4d62-3f44-9454-31cde041f530,-49.43781,-8.78546,2022-05-19T17:05:00,AQUA_M-T,ARAGUACEMA,TOCANTINS,Brasil,1701903,17,33,,,,Cerrado,POINT (-8.78546 -49.43781)
focos_brasil_ontem_hoje_ref.859c707a-f534-378f-83d7-7251fdaaf652,859c707a-f534-378f-83d7-7251fdaaf652,-50.12027,-8.85652,2022-05-19T17:05:00,AQUA_M-T,SANTA MARIA DAS BARREIRAS,PARÁ,Brasil,1506583,15,33,,,,Amazônia,POINT (-8.85652 -50.12027)
focos_brasil_ontem_hoje_ref.a2a5de01-8261-3279-862a-6bee30259420,a2a5de01-8261-3279-862a-6bee30259420,-49.96178,-8.87031,2022-05-19T17:05:00,AQUA_M-T,SANTA MARIA DAS BARREIRAS,PARÁ,Brasil,1506583,15,33,,,,Amazônia,POINT (-8.87031 -49.96178)
